Regiao;Sexo;Cor;Renda
Sudeste;Masculino;Branca;1549
Sudeste;Feminino;Branca;2000
Sudeste;Feminino;Preta;800
Sudeste;Masculino;Parda;2900
Sudeste;Masculino;Parda;2200
Sudeste;Feminino;Branca;1200
Sudeste;Masculino;Parda;950
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;1800
Sudeste;Feminino;Branca;1000
Sudeste;Feminino;Branca;1500
Sudeste;Feminino;Parda;400
Sudeste;Masculino;Branca;5000
Sudeste;Feminino;Branca;1600
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Branca;1700
Sudeste;Masculino;Parda;2800
Sudeste;Feminino;Branca;945
Sudeste;Feminino;Parda;1020
Sudeste;Masculino;Parda;4000
Sudeste;Masculino;Branca;800
Sudeste;Feminino;Preta;8000
Sudeste;Masculino;Branca;880
Sudeste;Masculino;Parda;4600
Sudeste;Masculino;Parda;1162
Sudeste;Masculino;Parda;1400
Sudeste;Masculino;Branca;1576
Sudeste;Masculino;Branca;10000
Sudeste;Feminino;Parda;3000
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Branca;15000
Sudeste;Feminino;Branca;3500
Sudeste;Masculino;Branca;7000
Sudeste;Feminino;Branca;1500
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;1100
Sudeste;Masculino;Branca;11000
Sudeste;Feminino;Branca;3000
Sudeste;Feminino;Branca;500
Sudeste;Masculino;Branca;3000
Sudeste;Feminino;Branca;4000
Sudeste;Masculino;Parda;10000
Sudeste;Masculino;Branca;3200
Sudeste;Masculino;Branca;57000
Sudeste;Masculino;Branca;10000
Sudeste;Masculino;Branca;5200
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Preta;1640
Sudeste;Masculino;Branca;5000
Sudeste;Feminino;Branca;800
Sudeste;Masculino;Branca;0
Sudeste;Masculino;Parda;3500
Sudeste;Masculino;Branca;1400
Sudeste;Masculino;Branca;900
Sudeste;Feminino;Branca;700
Sudeste;Feminino;Parda;1130
Sudeste;Masculino;Branca;7000
Sudeste;Feminino;Branca;3000
Sudeste;Feminino;Parda;980
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;2260
Sudeste;Feminino;Branca;1311
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;1700
Sudeste;Masculino;Parda;4000
Sudeste;Feminino;Parda;940
Sudeste;Masculino;Branca;1220
Sudeste;Feminino;Preta;1000
Sudeste;Masculino;Parda;600
Sudeste;Masculino;Branca;3200
Sudeste;Masculino;Preta;1576
Sudeste;Masculino;Preta;1000
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;1600
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;1000
Sudeste;Feminino;Branca;1400
Sudeste;Masculino;Parda;4000
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Amarela;1700
Sudeste;Feminino;Parda;784
Sudeste;Masculino;Branca;2500
Sudeste;Feminino;Branca;1000
Sudeste;Masculino;Preta;2500
Sudeste;Masculino;Parda;1300
Sudeste;Feminino;Parda;700
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Parda;2200
Sudeste;Masculino;Branca;789
Sudeste;Masculino;Preta;3000
Sudeste;Masculino;Branca;3450
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Branca;1000
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Parda;3152
Sudeste;Masculino;Parda;3000
Sudeste;Feminino;Parda;600
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Branca;600
Sudeste;Feminino;Parda;500
Sudeste;Feminino;Branca;240
Sudeste;Masculino;Parda;1136
Sudeste;Masculino;Branca;8000
Sudeste;Masculino;Branca;1576
Sudeste;Feminino;Parda;1000
Sudeste;Masculino;Branca;9000
Sudeste;Masculino;Branca;3940
Sudeste;Masculino;Branca;788
Sudeste;Feminino;Parda;1500
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Branca;4000
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Branca;1500
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Branca;500
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Preta;1182
Sudeste;Masculino;Branca;10000
Sudeste;Masculino;Preta;2364
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Parda;1182
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;500
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;1400
Sudeste;Feminino;Parda;0
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Preta;0
Sudeste;Masculino;Parda;1182
Sudeste;Masculino;Preta;1182
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Branca;8000
Sudeste;Masculino;Branca;1600
Sudeste;Feminino;Parda;0
Sudeste;Masculino;Parda;1550
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Branca;984
Sudeste;Masculino;Branca;1043
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Parda;2600
Sudeste;Masculino;Branca;800
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Preta;2200
Sudeste;Masculino;Parda;1600
Sudeste;Masculino;Preta;900
Sudeste;Feminino;Branca;788
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Parda;0
Sudeste;Feminino;Preta;900
Sudeste;Feminino;Parda;0
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Branca;2800
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Preta;0
Sudeste;Masculino;Preta;1500
Sudeste;Masculino;Branca;866
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;1576
Sudeste;Masculino;Branca;2100
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Preta;2500
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Preta;1200
Sudeste;Feminino;Preta;788
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Branca;1200
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;1980
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Parda;900
Sudeste;Feminino;Parda;800
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Branca;900
Sudeste;Feminino;Parda;980
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Preta;1550
Sudeste;Feminino;Parda;480
Sudeste;Masculino;Parda;1400
Sudeste;Feminino;Parda;988
Sudeste;Feminino;Parda;890
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Preta;1800
Sudeste;Feminino;Preta;500
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;1200
Sudeste;Feminino;Parda;350
Sudeste;Feminino;Parda;1124
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;3200
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;850
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Parda;1620
Sudeste;Feminino;Parda;984
Sudeste;Masculino;Branca;7000
Sudeste;Feminino;Branca;2700
Sudeste;Feminino;Parda;600
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Preta;788
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Parda;920
Sudeste;Masculino;Parda;2300
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;2200
Sudeste;Masculino;Preta;1200
Sudeste;Masculino;Parda;2100
Sudeste;Feminino;Parda;1200
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;130
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Parda;800
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Branca;4000
Sudeste;Masculino;Branca;1800
Sudeste;Masculino;Preta;841
Sudeste;Masculino;Preta;789
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Branca;15000
Sudeste;Masculino;Branca;400
Sudeste;Masculino;Parda;0
Sudeste;Masculino;Branca;3500
Sudeste;Masculino;Parda;2200
Sudeste;Feminino;Branca;1300
Sudeste;Feminino;Branca;900
Sudeste;Masculino;Parda;8000
Sudeste;Masculino;Branca;3500
Sudeste;Masculino;Parda;5000
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Parda;7000
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Preta;1150
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;1600
Sudeste;Feminino;Preta;900
Sudeste;Feminino;Branca;788
Sudeste;Feminino;Parda;1200
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;500
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Parda;400
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Branca;10000
Sudeste;Masculino;Parda;2500
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Preta;1200
Sudeste;Feminino;Parda;1450
Sudeste;Masculino;Parda;990
Sudeste;Masculino;Preta;1200
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Branca;822
Sudeste;Masculino;Branca;1800
Sudeste;Masculino;Branca;822
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Branca;2800
Sudeste;Feminino;Branca;1200
Sudeste;Masculino;Parda;890
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;1576
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Branca;100
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Branca;280
Sudeste;Masculino;Parda;1600
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Branca;860
Sudeste;Masculino;Preta;800
Sudeste;Masculino;Parda;400
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Branca;1576
Sudeste;Masculino;Parda;1100
Sudeste;Masculino;Branca;1900
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Branca;1100
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;1100
Sudeste;Masculino;Preta;1330
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Branca;1700
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Preta;300
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Parda;2500
Sudeste;Masculino;Preta;300
Sudeste;Feminino;Branca;788
Sudeste;Feminino;Branca;3000
Sudeste;Masculino;Preta;2500
Sudeste;Masculino;Parda;4400
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Preta;1200
Sudeste;Masculino;Parda;600
Sudeste;Masculino;Parda;788
Sudeste;Feminino;Branca;0
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;500
Sudeste;Masculino;Parda;250
Sudeste;Masculino;Parda;550
Sudeste;Masculino;Branca;130
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Preta;788
Sudeste;Masculino;Parda;1050
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Preta;500
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;1800
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Branca;600
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Parda;600
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Parda;1007
Sudeste;Masculino;Parda;1576
Sudeste;Feminino;Parda;600
Sudeste;Masculino;Branca;2600
Sudeste;Masculino;Preta;1000
Sudeste;Masculino;Parda;2500
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Branca;2300
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;5000
Sudeste;Feminino;Parda;2000
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Preta;2200
Sudeste;Feminino;Branca;200
Sudeste;Masculino;Parda;1300
Sudeste;Feminino;Parda;200
Sudeste;Feminino;Preta;788
Sudeste;Masculino;Branca;900
Sudeste;Feminino;Parda;1300
Sudeste;Feminino;Preta;2000
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;8000
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Parda;800
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Parda;2250
Sudeste;Masculino;Parda;800
Sudeste;Feminino;Branca;882
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Branca;1400
Sudeste;Masculino;Parda;2800
Sudeste;Masculino;Parda;6000
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Parda;450
Sudeste;Masculino;Branca;80
Sudeste;Feminino;Parda;300
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Parda;1580
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Parda;3500
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Parda;0
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;1500
Sudeste;Feminino;Parda;600
Sudeste;Masculino;Parda;200
Sudeste;Masculino;Parda;1450
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Preta;3000
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;1576
Sudeste;Feminino;Branca;2500
Sudeste;Feminino;Branca;3000
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;5000
Sudeste;Masculino;Parda;2364
Sudeste;Masculino;Branca;0
Sudeste;Masculino;Branca;2364
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;1549
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Parda;2300
Sudeste;Feminino;Branca;2500
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;788
Sudeste;Feminino;Branca;950
Sudeste;Feminino;Parda;250
Sudeste;Masculino;Preta;788
Sudeste;Masculino;Parda;788
Sudeste;Feminino;Branca;788
Sudeste;Feminino;Parda;680
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Branca;1200
Sudeste;Feminino;Parda;200
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Preta;788
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Preta;1600
Sudeste;Masculino;Branca;1400
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Preta;1000
Sudeste;Masculino;Branca;800
Sudeste;Masculino;Preta;788
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Branca;700
Sudeste;Masculino;Parda;1033
Sudeste;Masculino;Preta;1200
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;2900
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Branca;2500
Sudeste;Feminino;Parda;450
Sudeste;Masculino;Parda;1452
Sudeste;Masculino;Branca;900
Sudeste;Feminino;Parda;850
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Preta;1000
Sudeste;Masculino;Branca;2300
Sudeste;Masculino;Parda;1600
Sudeste;Feminino;Preta;788
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Branca;788
Sudeste;Feminino;Parda;1130
Sudeste;Masculino;Parda;788
Sudeste;Feminino;Parda;850
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Branca;12000
Sudeste;Masculino;Parda;950
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Preta;1000
Sudeste;Feminino;Branca;2500
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Parda;880
Sudeste;Masculino;Branca;600
Sudeste;Feminino;Preta;789
Sudeste;Feminino;Parda;789
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Branca;200
Sudeste;Feminino;Preta;400
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Branca;2200
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Parda;500
Sudeste;Feminino;Branca;850
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1600
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;788
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;1000
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Branca;100
Sudeste;Feminino;Parda;500
Sudeste;Feminino;Branca;200
Sudeste;Feminino;Parda;200
Sudeste;Masculino;Preta;900
Sudeste;Masculino;Parda;1320
Sudeste;Masculino;Preta;1000
Sudeste;Feminino;Parda;788
Sudeste;Feminino;Parda;700
Sudeste;Masculino;Preta;900
Sudeste;Masculino;Branca;3500
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Preta;1200
Sudeste;Masculino;Parda;1490
Sudeste;Feminino;Parda;1600
Sudeste;Masculino;Preta;1100
Sudeste;Feminino;Parda;844
Sudeste;Feminino;Branca;1287
Sudeste;Feminino;Branca;1160
Sudeste;Masculino;Parda;1300
Sudeste;Feminino;Parda;800
Sudeste;Masculino;Branca;500
Sudeste;Masculino;Parda;300
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Preta;620
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Parda;1200
Sudeste;Feminino;Branca;600
Sudeste;Masculino;Branca;1100
Sudeste;Feminino;Parda;1200
Sudeste;Feminino;Preta;788
Sudeste;Feminino;Branca;160
Sudeste;Feminino;Parda;500
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Branca;550
Sudeste;Feminino;Preta;400
Sudeste;Masculino;Branca;2300
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Parda;1580
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Parda;1150
Sudeste;Masculino;Parda;2300
Sudeste;Masculino;Parda;1100
Sudeste;Masculino;Branca;788
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;1400
Sudeste;Feminino;Branca;788
Sudeste;Masculino;Parda;2500
Sudeste;Feminino;Branca;3400
Sudeste;Masculino;Branca;3000
Sudeste;Feminino;Branca;3000
Sudeste;Feminino;Parda;1000
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Preta;1200
Sudeste;Masculino;Preta;0
Sudeste;Feminino;Branca;1000
Sudeste;Feminino;Parda;600
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Preta;1500
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;1700
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Parda;900
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;940
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Parda;2500
Sudeste;Feminino;Parda;1300
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Parda;4400
Sudeste;Masculino;Branca;2500
Sudeste;Masculino;Branca;6000
Sudeste;Masculino;Branca;8000
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Branca;1500
Sudeste;Feminino;Preta;1200
Sudeste;Masculino;Preta;900
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Parda;1187
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Branca;6000
Sudeste;Feminino;Branca;2000
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;1250
Sudeste;Masculino;Preta;2000
Sudeste;Feminino;Preta;850
Sudeste;Masculino;Parda;1000
Sudeste;Masculino;Branca;1250
Sudeste;Feminino;Parda;600
Sudeste;Feminino;Parda;500
Sudeste;Feminino;Parda;900
Sudeste;Masculino;Parda;7000
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Parda;3000
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Branca;2409
Sudeste;Masculino;Preta;3500
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;1200
Sudeste;Feminino;Parda;788
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Preta;1500
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;2300
Sudeste;Feminino;Parda;500
Sudeste;Masculino;Parda;1700
Sudeste;Feminino;Preta;4000
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Preta;788
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Preta;1500
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;500
Sudeste;Masculino;Parda;788
Sudeste;Feminino;Parda;1250
Sudeste;Feminino;Branca;788
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Branca;1300
Sudeste;Feminino;Branca;5000
Sudeste;Masculino;Branca;3500
Sudeste;Masculino;Branca;1200
Sudeste;Feminino;Branca;1200
Sudeste;Masculino;Parda;890
Sudeste;Feminino;Parda;800
Sudeste;Feminino;Preta;400
Sudeste;Feminino;Branca;300
Sudeste;Feminino;Branca;789
Sudeste;Feminino;Branca;3000
Sudeste;Masculino;Parda;789
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;900
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;890
Sudeste;Masculino;Parda;1100
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Branca;788
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Branca;1000
Sudeste;Feminino;Branca;450
Sudeste;Masculino;Branca;1300
Sudeste;Masculino;Parda;15000
Sudeste;Feminino;Branca;200
Sudeste;Feminino;Preta;800
Sudeste;Feminino;Preta;394
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Parda;788
Sudeste;Masculino;Branca;3000
Sudeste;Masculino;Parda;1050
Sudeste;Feminino;Branca;400
Sudeste;Masculino;Preta;2000
Sudeste;Masculino;Branca;4000
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Parda;300
Sudeste;Masculino;Branca;8800
Sudeste;Feminino;Parda;900
Sudeste;Feminino;Parda;1500
Sudeste;Feminino;Preta;900
Sudeste;Masculino;Branca;1500
Sudeste;Feminino;Parda;1100
Sudeste;Masculino;Parda;1000
Sudeste;Feminino;Parda;789
Sudeste;Feminino;Branca;1000
Sudeste;Feminino;Parda;1000
Sudeste;Masculino;Branca;878
Sudeste;Feminino;Branca;400
Sudeste;Feminino;Parda;950
Sudeste;Feminino;Parda;800
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Branca;4000
Sudeste;Masculino;Branca;2000
Sudeste;Feminino;Parda;840
Sudeste;Masculino;Parda;2500
Sudeste;Feminino;Branca;2000
Sudeste;Masculino;Branca;1100
Sudeste;Feminino;Preta;1433
Sudeste;Feminino;Branca;1800
Sudeste;Masculino;Parda;2500
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Branca;1274
Sudeste;Masculino;Parda;1300
Sudeste;Masculino;Parda;2000
Sudeste;Masculino;Parda;1050
Sudeste;Masculino;Preta;600
Sudeste;Masculino;Parda;2000
Sudeste;Feminino;Branca;4000
Sudeste;Feminino;Preta;960
Sudeste;Feminino;Branca;2400
Sudeste;Masculino;Parda;400
Sudeste;Masculino;Branca;4000
Sudeste;Masculino;Parda;1800
Sudeste;Masculino;Preta;970
Sudeste;Masculino;Parda;980
Sudeste;Feminino;Parda;1800
Sudeste;Masculino;Parda;300
Sudeste;Masculino;Branca;4500
Sudeste;Masculino;Branca;2100
Sudeste;Masculino;Parda;500
Sudeste;Masculino;Parda;1576
Sudeste;Masculino;Branca;1800
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;3800
Sudeste;Masculino;Parda;750
Sudeste;Masculino;Parda;1700
Sudeste;Masculino;Parda;1400
Sudeste;Masculino;Branca;1200
Sudeste;Masculino;Parda;500
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Parda;788
Sudeste;Feminino;Branca;2200
Sudeste;Feminino;Branca;3000
Sudeste;Masculino;Branca;5000
Sudeste;Masculino;Preta;788
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Parda;500
Sudeste;Feminino;Preta;1127
Sudeste;Masculino;Parda;1400
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Branca;600
Sudeste;Masculino;Branca;0
Sudeste;Masculino;Branca;2500
Sudeste;Feminino;Branca;0
Sudeste;Masculino;Parda;1500
Sudeste;Masculino;Branca;700
Sudeste;Masculino;Branca;1000
Sudeste;Feminino;Parda;0
Sudeste;Masculino;Branca;1500
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Branca;1700
Sudeste;Masculino;Branca;800
Sudeste;Masculino;Branca;1600
Sudeste;Masculino;Parda;450
Sudeste;Masculino;Branca;3250
Sudeste;Masculino;Branca;300
Sudeste;Masculino;Parda;750
Sudeste;Masculino;Branca;750
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Parda;800
Sudeste;Masculino;Branca;2400
Sudeste;Masculino;Parda;2500
Sudeste;Masculino;Parda;750
Sudeste;Masculino;Branca;1000
Sudeste;Masculino;Parda;1200
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;900
Sudeste;Masculino;Branca;1800
Sudeste;Masculino;Branca;2000
Sudeste;Masculino;Branca;950
